id,nombre_esp,nombre_eng,nombre_lat,mapa,titulo,habitat,sabias que,migracion,dimorfismo,tamaño,orden,especie,url_imagen,url_ave
21-ardea-alba,Garza grande,Great White Egret,Ardea alba,https://aves.ninjas.cl/api/site/assets/files/3129/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,"Estas aves se pueden observar solitarias o en pequeños grupos desde la Región de Arica y Parinacota hasta la Región de Magallanes, incluso con registros en Tierra del Fuego.Suelen frecuentar zonas de humedales, pantanos, lagos, lagunas, esteros, ríos, embalses, tranques, aunque también se puede ver en ambientes más urbanos como parques con lagunas artificiales.Estas aves nidifican en colonias a veces con otras especies de garzas, ubicando los nidos en arbustos o entre totoras donde colocan entre 3 a 4 huevos de color celeste pálido.","Es un predador oportunista, es decir, su dieta se ajusta a la disponibilidad de alimento que exista, pudiendo optimizar los recursos.",False,False,80 - 104 cm.,Pelecaniformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3128/28082018064904garza_grande_gerardo_carinao_web.jpg,https://aves.ninjas.cl/api/birds/21-ardea-alba
5-podiceps-occipitalis,Blanquillo,Southern Silvery Grebe,Podiceps occipitalis,https://aves.ninjas.cl/api/site/assets/files/3132/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,,,False,False,23 - 28 cm.,Podicipediformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3131/17082018025342blanquillo_pedro_valencia_web.jpg,https://aves.ninjas.cl/api/birds/5-podiceps-occipitalis
216-ardenna-grisea,Fardela Negra,Sooty Shearwater,Ardenna grisea,https://aves.ninjas.cl/api/site/assets/files/3135/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,,,True,False,40 - 50 cm.,Procellariiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3134/19082018082146fardela_negra_marcos_baumann_web.jpg,https://aves.ninjas.cl/api/birds/216-ardenna-grisea
166-scelorchilus-albicollis,Tapaculo,White-throated Tapaculo,Scelorchilus albicollis,https://aves.ninjas.cl/api/site/assets/files/3137/map.svg,Entre la Región de Antofagasta y la Región del Maule,"Endémico de la zona central de Chile. El tapaculo es un residente anual y localmente común, por la costa y valle central, y precordillera, desde los Vilos hasta Curicó.  Es un habitante típico de laderas secas con arbustos densos, especialmente, a lo largo de pequeños barrancos y otros cursos de agua. Así mismo, habita quebradas desérticas y terrenos arbustivos áridos.  Existen dos subespecies en nuestro país, siendo la subespecie atacamae de distribución en la zona del norte chico del país, y la subespecie albicollis en la zona central. Pincipalmente se diferencian por su aspecto y desplazamiento, siendo la subespecie atacamae de contextura más delgada, y habitante de áreas rocosas y  lejanas de asentamientos urbanos.","Existen dos teorías respecto al origen de su nombre. Por un lado, se dice que su nombre se debe a su característico y sonoro canto onomatopéyico: ’ta – pa – cu – ta – pa – cu’’. Y por otro, se dice que su nombre se funda en el hábito de manejar su cola en dirección hacia su cabeza, exhibiendo más de lo necesario.    Esta ave fue descrita en 1830 por un naturalista-ornitólogo germano, quien señalo que solo se podía encontrar en la región de Valparaíso. Así mismo, su debut social a nivel mundial se dio en 1847 a través de la publicación de su ilustración en la obra “Voyage dans l´Amérique méridionale” o “Un viaje a la América Meridonial” del fránces Alcide Dessalines d´Orbigny. Siguiendo la línea, Charles Darwin en su texto “Diario de Viaje de un Naturalista: Chile Central” , describe esta ave y agrega : ‘’La gente del país dice que muda el canto cinco veces según el cambio del tiempo, a lo que creo”. Finalmente, esta ave se ha transformado en protagonista de diversas facetas y modalidades humorísticas de nuestro país, destacando el chiste y la ilustración. Además, Pablo Neruda hace mención de esta ave en el poema “Canto General”. Así mismo, durante el año 2017 en la Región de Valparaíso, el tapaculo fue protagonista, junto a otras aves endémicas, de una exhibición de artesanías inspiradas en las aves endémicas de Chile, proyecto financiado por el Fondo Regional del Consejo Nacional de la Cultura y las Artes.",False,False,19 cm.,Passeriformes - Suborden Tyranni,Nativa,https://aves.ninjas.cl/api/site/assets/files/3136/13082018092804tapaculo_andre_vielma_web.jpg,https://aves.ninjas.cl/api/birds/166-scelorchilus-albicollis
146-sephanoides-fernandensis,Picaflor de Juan Fernández,Juan Fernandez Firecrown,Sephanoides fernandensis,https://aves.ninjas.cl/api/site/assets/files/3140/map.svg,En la Región de Valparaíso,Esta especie es endémica del Archipiélago de Juan Fernández y actualmente se la encuentra únicamente en la isla Robinson Crusoe donde habita en los bosques y en jardines y áreas verdes del pueblo San Juan Bautista. Anida en sitios con abundante vegetación y pone 2 huevos.,Los antiguos naturalistas que visitaron la isla pensaban que el macho y la hembra eran 2 especies distintas. Esta especie utiliza musgos y telas de arañas entre los materiales para fabricar sus nidos. Esta especie se extinguió en la isla Alejandro Selkirk.,False,False,11 - 13 cm.,Apodiformes,Endemica de Chile,https://aves.ninjas.cl/api/site/assets/files/3139/13082018083521picaflor_juan_fernandez_camilo_maldonado_web.jpg,https://aves.ninjas.cl/api/birds/146-sephanoides-fernandensis
28-theristicus-melanopis,Bandurria,Black-faced Ibis,Theristicus melanopis,https://aves.ninjas.cl/api/site/assets/files/3143/map.svg,Entre la Región de Antofagasta y la Región de Magallanes,"Se distribuye desde la Región de Antofagasta hasta la Región de Magallanes. Las poblaciones australes migran hacia Argentina durante el invierno. Existen algunos registros de Bandurrias en Arica.Habita en sitios abiertos como matorrales, campos, bordes de bosques, cerca de cuerpos de agua e incluso en poblados y ciudades. Nidifica en ramas de árboles y pone de 1 a 3 huevos.",Puede alimentarse de anfibios. Tarda 23 días en incubar sus huevos y a menudo nidifican en colonias con numerosos individuos. Su nombre en mapuzungun es Rakiñ y en yagan Lajuwa.,True,False,71 -76 cm.,Pelecaniformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3142/12082018072529bandurria_camilo_maldonado_marin_web.jpg,https://aves.ninjas.cl/api/birds/28-theristicus-melanopis
217-metriopelia-melanoptera,Tortolita Cordillerana,Black-winged Ground-dove,Metriopelia melanoptera,https://aves.ninjas.cl/api/site/assets/files/3147/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,"Esta especie es de amplia distribución en América del Sur, presente en el sector andino de Perú, Argentina, Ecuador, y Chile. En nuestro país, se extiende desde Arica hasta Tierra del Fuego, siendo residente regular y local del sector cordillerano entre los 1000 -4500 msnm desde Parinacota hasta la Araucanía. Por su parte, es considerado como residente ocasional desde el sector araucano hasta Los Ríos, mientras que es catalogado como visitante ocasional en el sector de la vertiente oriental de los andes en Aysén y Magallanes. Habita en laderas semi-áridas, de cerros y montañas con vegetación escasa y dispersa en el sector cordillerano. Mas hacia el sur, es frecuente encontrarlo en estepas arbustivas y pastizales con mayores cercanías de los bosques cordilleranos. Durante el invierno desciende hacia el valle central, alcanzando la costa.","La tortolita cordillerana, fue reconocida por la cultura mapuche como “culluca”. En Argentina esta tierna ave es reconocida como “Palomita de alas negras”, y en Bolivia “Palomita a la negra”.  Con frecuencia, esta ave se tiende a confundir con la tórtola, no obstante, ésta última de mayor tamaño, motivo por el que a la tórtola cordillerana se le apoda como “Tortolita cordillerana”.  Pese a que no existen muchas referencias explicitas a la tortolita Cordillerana, el autor chileno Miguel Ángel Roa hace parte de su viaje narrativo a esta singular ave en el texto “La Puerta de Arena: Un viaje al pasado Inca”. Así mismo, la poetisa Gabriela Mistral a través del poema “Sol de los Andes”, hace una referencia al vuelo de esta ave durante el amanecer. Por su parte, la artista Martita Ramírez en su disco “Mi Linda Tierra Chilena”, le hace un tributo a esta ave en todo su esplendor a través de la canción denominada “Tortola cordillerana”. Finalmente, en la región de Coquimbo existen diversas creencias populares asociadas al origen del nombre del Cerro Las Tórtolas, mencionando, por un lado, que su nombre se debe a la presencia de la tórtola cordillerana en sus laderas, y por otro, se explica por en el fuerte vínculo de los Incas con esta ave.",False,False,21 - 23 cm.,Columbiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3146/18082018100656tortolita_cordillerana_pedro_valencia_web.jpg,https://aves.ninjas.cl/api/birds/217-metriopelia-melanoptera
78-phalcoboenus-megalopterus,Carancho Cordillerano,Mountain Caracara,Phalcoboenus megalopterus,https://aves.ninjas.cl/api/site/assets/files/3150/map.svg,Entre la Región de Arica y Parinacota y la Región de La Araucanía,,,False,False,48 - 55 cm.,Falconiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3149/14092018093435.jpg,https://aves.ninjas.cl/api/birds/78-phalcoboenus-megalopterus
73-parabuteo-unicinctus,Peuco,Harris Hawk,Parabuteo unicinctus,https://aves.ninjas.cl/api/site/assets/files/3153/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,"Esta ave tiene una amplia distribución geográfica en el continente americano, describiendo su presencia en el Sur de Estados Unidos, México, América Central y en varias regiones de América del Sur, como la costa oeste de Venezuela, Colombia, Ecuador y Perú, además de distribuirse en el norte de Bolivia, el suroeste de Brasil, y ciertas regiones de Paraguay, Uruguay y Argentina. Para el caso de Chile, se ha descrito la presencia de una subespecie en Arica, no obstante, su distribución oficial va desde Caldera hasta Chiloé y Aysén.  El Peuco es un ave que pude ser encontrada desde la costa hasta la pre-cordillera, no obstante, se desplaza hasta el límite de la vegetación arbórea, prefiriendo zonas abiertas y cercanas a asentamientos humanos. Considerando lo anterior, se describe que existe una importante concentración de la especie en la zona centro-sur de Chile, dada la relación ecosistémica del peuco con el bosque esclerófilo.","Esta ave ha sido reconocida con diferentes nombres según geografía y cultura. Por ejemplo, en países de habla hispana se le conoce como “gavilán mixto”, “gavilán alicastaño”, “aguililla de Harris”, entre otros, y para el caso de países como Brasil y Estados Unidos se le conoce como “gavião asa de Telha” y “Harris´s Hawk”, respectivamente.   En Chile, el origen de su nombre proviene del pueblo mapuche, los que lo conocen como “Pewku”. Por otro lado, dada su frecuente relación con la gallina de traspatio, los campesinos y productores del área rural de Chile lo denomina como “peuco gallinero”, “ladrón de gallinas”, “cazapollo” o “la garra del diablo”.   En la zona centro-sur de Chile, principalmente en áreas rurales tienden a confundir al aguilucho de cola rojiza con el peuco, dado su parecido en el color del plumaje, en la caza de gallinas y en el uso de los árboles.      Dada su amplia distribución y su particular conducta de caza, es que forma parte de importantes dichos y frases de la identidad chilena que buscan dar un mensaje. Por ejemplo, en la zona sur, se utilizan frases como “Cría peucos y te sacaran los ojos”, “No hay peuco que sea ciego, ni zorro que sea guatón”, o “esta más achunchada que gallina mirando al peuco”. Así mismo, en el campo de la zona central de Chile, cuando a una madre no le gusta uno de los pretendientes de sus hijos, los denomina como “peucos”.   Así mismo, su impacto en la cultura chilena se manifiesta, por un lado, a través de la relevancia y simbología de dicha ave para el pueblo mapuche como un ave que intercede en las rogativas de la machi, y por otro lado, a través de su presencia en canciones, poemas y cuentos infantiles, destacando la cueca “El peuco fue un niño bien” del grupo Chinganero, y el poema de Pablo Neruda denominado “Peuco”, destacando:   “El ciclón negro de sus garras: preparaba la sangre ciega para caer como pedrada: terror terror su luz de nieve, terror su paz devoradora.  (Peuco, Pablo Neruda)",False,True,45 - 59 cm.,Accipitriformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3152/18082018075938peuco_tomas_rivas_web.jpg,https://aves.ninjas.cl/api/birds/73-parabuteo-unicinctus
154-geositta-cunicularia,Minero Común,Common Miner,Geositta cunicularia,https://aves.ninjas.cl/api/site/assets/files/3156/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,"Podemos observarlos  en solitario o grupos, con una postura erguida, posados moviendo su colita de arriba hacia abajo, corriendo o haciendo vuelos cortos en zonas abiertas, estepas, matorrales, laderas de cerros o en ambientes acuáticos. El minero común  es residente en Chile, posee cinco razas que se distribuyen en diferentes zonas a lo largo de todo el país  e incluyen altitudes que van desde la costa hasta los 4.500 msnm. Estas aves también habitan en otros países de Sudamérica como Argentina, Uruguay, Paraguay, Perú, Bolivia y Brasil. Construyen su nido  en túneles subterráneos que cavan e incuban entre 2 y 3 huevos blanquecinos.","En Chile existen cinco subespecies del Minero común: G. c. titicacae y G. c. deserticolor que habitan en el altiplano y costa del extremo norte, respectivamente. G. c. fissirostris que habita en la zona central,  G. c. hellmayri que habita en la Región de la Araucanía y G. c. cunicularia  que habita en el sur de Chile llegando hasta Tierra del Fuego. Su apellido científico “Cunicularia” viene de Cuniculus, que en latín significa cuevas subterráneas, dado su comportamiento de cavar túneles para nidificar.",True,False,14 - 17 cm.,Passeriformes - Suborden Tyranni,Nativa,https://aves.ninjas.cl/api/site/assets/files/3155/20082018063719minero_comun_marcos_baumann_web.jpg,https://aves.ninjas.cl/api/birds/154-geositta-cunicularia
220-heteronetta-atricapilla,Pato Rinconero,Black-headed Duck,Heteronetta atricapilla,https://aves.ninjas.cl/api/site/assets/files/3160/map.svg,Entre la Región de Coquimbo y la Región de Los Lagos,"Esta ave concentra su distribución geográfica entre el sur de Coquimbo y Osorno, siendo un residente migratorio en localidades australes, específicamente en los humedales de estepa abierta al norte del Estrecho de Magallanes. Se ha descrito su presencia en zonas cercanas a Paraguay y noreste de Brasil, no obstante, durante el otoño realiza su migración hacia el centro de Chile y Argentina desde su locación.   El pato rinconero puede ser encontrado principalmente en pajonales densos o en áreas de alta vegetación emergente en las orillas de lagunas bajas o tranques. Dada su condición parasítica con otras aves, siempre se le ubicara en humedales o sectores donde abunden otras especies de patos y taguas.","La característica más llamativa de esta ave es su conducta parasitaria respecto a la incubación de los huevos, siendo foco de numerosas investigaciones. Dicha característica, según lugareños de la región de Valparaíso, ha derivado en la denominación de “cabezas negras”, a algunos padres que han abandonado o se han desentendido de su paternidad.  Para la Villa Lugano, ubicada en Buenos Aires, el pato cabeza negra se ha transformado en el símbolo del barrio y de su comunidad, autodenominando “patos de cabeza negra” a los residentes, debido a la independencia, astucia y la seguridad propia de estas aves.",False,True,35 - 43 cm.,Anseriformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3159/20082018083653pato_rinconero_hembra_marcos_baumann_web.jpg,https://aves.ninjas.cl/api/birds/220-heteronetta-atricapilla
237-phrygilus-unicolor,Pájaro Plomo,Plumbeous Sierra-finch,Phrygilus unicolor,https://aves.ninjas.cl/api/site/assets/files/3162/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,"Es una especie de amplia distribución en la Cordillera de los Andes, exhibiendo presencia en Perú, Argentina y Chile. En nuestro país habita en los bofedales, paramos, bordes de pantanos y faldas rocosas del sector andino chileno entre los 800 y 5300 msnm desde Arica a Tierra del Fuego.","En Chile, esta ave es conocida comúnmente como la “diuca cordillerana” por su similitud con dicha ave. Así mismo, es conocida como el “Yal plomizo” en Argentina, “Plomito grande” o “Fringilo plomo” en Perú, y como “Gorrión paramuno” en Colombia. Es reconocido como “Sunichicta” por la cultura Aymara.  Esta especie fue descrita oficialmente en 1837 por el ornitólogo francés Nöel Frédéric de Lafresnaye y por el naturalista, explorador y paleontólogo francés Charles Dessalines d″Orbigny",False,True,14 - 16 cm.,Passeriformes - Suborden Passeres,Nativa,https://aves.ninjas.cl/api/site/assets/files/3161/18082018022058pajaro_plomo_macho_pedro_valencia_web.jpg,https://aves.ninjas.cl/api/birds/237-phrygilus-unicolor
165-pteroptochos-tarnii,Hued-hued del Sur,Black-throated Huet-huet,Pteroptochos tarnii,https://aves.ninjas.cl/api/site/assets/files/3164/map.svg,Entre la Región del Biobío y la Región de Magallanes,"Estas curiosas aves se pueden observar solitarias o en grupos familiares desde la Región del Biobío hasta la Región , de Magallanes y de la Antártica Chilena, pero son muy difícil de observar. Suelen frecuentar zonas , de bosques templados, selva valdiviana aunque también se puede ver cerca de construcciones humanas. Estas aves anidan solitarias, en grietas o árboles en el suelo, haciendo un túnel para ubicar el nido al final, , donde coloca entre 1 a 3 huevos de color blanco.","Es una ave que se escucha más de lo que se ve, emite un canto característico que la delata, que parece decir “Hued hued” ya sea en español como inglés o en mapuche, sonido que da origen al nombre de esta ave.",False,False,23 - 24 cm.,Passeriformes - Suborden Tyranni,Nativa,https://aves.ninjas.cl/api/site/assets/files/3163/07092018035809.jpg,https://aves.ninjas.cl/api/birds/165-pteroptochos-tarnii
